Host Column ID,Linked Column ID,Host Family Type,Linked Family Type,Host Dimensions,Linked Dimensions,Status
2609315,1686767,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609316,1686769,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609317,1701010,unknown,unknown,"{'b': 2.9527559055118111, 'type': 'square'}","{'b': 2.9527559055118111, 'type': 'square'}",Approved
2609318,1702064,unknown,unknown,"{'b': 2.9527559055118111, 'type': 'square'}","{'b': 2.9527559055118111, 'type': 'square'}",Approved
2609319,1687122,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609320,1687126,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609321,1687130,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609322,1687134,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609323,1687137,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609324,1687139,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609325,1687142,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609326,1687145,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609327,1686861,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609328,1686864,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609329,1686867,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609330,1686869,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609331,1686871,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609332,1686873,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609333,1686875,unknown,unknown,"{'h': 2.6246719160104988, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609334,1686878,unknown,unknown,"{'h': 2.6246719160104988, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609335,1686881,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609336,1686883,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609337,1686885,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609338,1686887,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609339,1702070,unknown,unknown,"{'b': 2.9527559055118111, 'type': 'square'}","{'b': 2.9527559055118111, 'type': 'square'}",Approved
2609340,1702073,unknown,unknown,"{'b': 2.9527559055118111, 'type': 'square'}","{'b': 2.9527559055118111, 'type': 'square'}",Approved
2609341,1701010,unknown,unknown,"{'b': 2.9527559055118111, 'type': 'square'}","{'b': 2.9527559055118111, 'type': 'square'}",Approved
2609342,1702064,unknown,unknown,"{'b': 2.9527559055118111, 'type': 'square'}","{'b': 2.9527559055118111, 'type': 'square'}",Approved
2609343,1687147,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609344,1687149,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609345,1687151,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609346,1687153,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609347,1687155,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609348,1687157,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609349,1687159,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609350,1687161,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609351,1686889,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609352,1686892,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609353,1686895,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609354,1686897,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609355,1686899,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609356,1686901,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609357,1686903,unknown,unknown,"{'h': 2.6246719160104988, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609358,1686906,unknown,unknown,"{'h': 2.6246719160104988, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609359,1686909,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609360,1686911,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609361,1686913,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609362,1686915,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609363,1687058,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609364,1687062,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609365,1686917,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609366,1686920,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609367,1686923,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609368,1686925,unknown,unknown,"{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}","{'h': 2.2965879265091864, 'b': 2.9527559055118111, 'type': 'rectangular'}",Approved
2609369,1687618,unknown,unknown,"{'b': 3.2808398950131235, 'type': 'square'}","{'b': 3.2808398950131235, 'type': 'square'}",Approved
2609370,1687622,unknown,unknown,"{'b': 3.2808398950131235, 'type': 'square'}","{'b': 3.2808398950131235, 'type': 'square'}",Approved
2609371,1687163,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609372,1687166,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609373,1687169,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609374,1687171,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609375,1687065,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609376,1687068,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609377,1686927,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609378,1686930,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609379,1686933,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609380,1686935,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609381,1687740,unknown,unknown,"{'h': 3.6089238845144362, 'b': 4.2650918635170605, 'type': 'rectangular'}","{'h': 3.6089238845144362, 'b': 4.2650918635170605, 'type': 'rectangular'}",Approved
2609382,1687744,unknown,unknown,"{'h': 3.6089238845144362, 'b': 4.2650918635170605, 'type': 'rectangular'}","{'h': 3.6089238845144362, 'b': 4.2650918635170605, 'type': 'rectangular'}",Approved
2609383,1687492,unknown,unknown,"{'h': 3.2808398950131235, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609384,1687625,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609385,1687496,unknown,unknown,"{'h': 3.2808398950131235, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609386,1687628,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609387,1686937,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609388,1686940,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609389,1686943,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609390,1686945,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609391,1687499,unknown,unknown,"{'h': 3.2808398950131235, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609392,1687631,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609393,1687502,unknown,unknown,"{'h': 3.2808398950131235, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609394,1687634,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609395,1702082,unknown,unknown,"{'b': 2.9527559055118111, 'type': 'square'}","{'b': 2.9527559055118111, 'type': 'square'}",Approved
2609396,1702085,unknown,unknown,"{'b': 2.9527559055118111, 'type': 'square'}","{'b': 2.9527559055118111, 'type': 'square'}",Approved
2609397,1687331,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609398,1687334,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609399,1687828,unknown,unknown,"{'b': 3.6089238845144362, 'type': 'square'}","{'b': 3.6089238845144362, 'type': 'square'}",Approved
2609400,1687831,unknown,unknown,"{'b': 3.6089238845144362, 'type': 'square'}","{'b': 3.6089238845144362, 'type': 'square'}",Approved
2609401,1687173,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609402,1687505,unknown,unknown,"{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609403,1687337,unknown,unknown,"{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609404,1687508,unknown,unknown,"{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609405,1687340,unknown,unknown,"{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609406,1702088,unknown,unknown,"{'b': 2.9527559055118111, 'type': 'square'}","{'b': 2.9527559055118111, 'type': 'square'}",Approved
2609407,1702091,unknown,unknown,"{'b': 2.9527559055118111, 'type': 'square'}","{'b': 2.9527559055118111, 'type': 'square'}",Approved
2609408,1687343,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609409,1687346,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609410,1687834,unknown,unknown,"{'b': 3.6089238845144362, 'type': 'square'}","{'b': 3.6089238845144362, 'type': 'square'}",Approved
2609411,1687837,unknown,unknown,"{'b': 3.6089238845144362, 'type': 'square'}","{'b': 3.6089238845144362, 'type': 'square'}",Approved
2609412,1687176,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609413,1687180,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609414,1687183,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609415,1687511,unknown,unknown,"{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609416,1687349,unknown,unknown,"{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609417,1687514,unknown,unknown,"{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609418,1687352,unknown,unknown,"{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609419,1702100,unknown,unknown,"{'b': 3.2808398950131235, 'type': 'square'}","{'b': 3.2808398950131235, 'type': 'square'}",Approved
2609420,1702103,unknown,unknown,"{'b': 3.2808398950131235, 'type': 'square'}","{'b': 3.2808398950131235, 'type': 'square'}",Approved
2609421,1687355,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609422,1687358,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609423,1687840,unknown,unknown,"{'b': 3.6089238845144362, 'type': 'square'}","{'b': 3.6089238845144362, 'type': 'square'}",Approved
2609424,1687843,unknown,unknown,"{'b': 3.6089238845144362, 'type': 'square'}","{'b': 3.6089238845144362, 'type': 'square'}",Approved
2609425,1687185,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609426,1687188,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609427,1687191,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609428,1687517,unknown,unknown,"{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609429,1687361,unknown,unknown,"{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609430,1687520,unknown,unknown,"{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609431,1687364,unknown,unknown,"{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609432,1687367,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609433,1687370,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609434,1687373,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609435,1687375,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609436,1687378,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609437,1687381,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609438,1687383,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609439,1687386,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609440,1687193,unknown,unknown,"{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}","{'h': 2.6246719160104988, 'b': 3.2808398950131235, 'type': 'rectangular'}",Approved
2609441,1687523,unknown,unknown,"{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609442,1687389,unknown,unknown,"{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609443,1687526,unknown,unknown,"{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609444,1687392,unknown,unknown,"{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609445,1702094,unknown,unknown,"{'b': 2.9527559055118111, 'type': 'square'}","{'b': 2.9527559055118111, 'type': 'square'}",Approved
2609446,1702097,unknown,unknown,"{'b': 2.9527559055118111, 'type': 'square'}","{'b': 2.9527559055118111, 'type': 'square'}",Approved
2609447,1687395,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609448,1687398,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609449,1687846,unknown,unknown,"{'b': 3.6089238845144362, 'type': 'square'}","{'b': 3.6089238845144362, 'type': 'square'}",Approved
2609450,1687849,unknown,unknown,"{'b': 3.6089238845144362, 'type': 'square'}","{'b': 3.6089238845144362, 'type': 'square'}",Approved
2609451,1687529,unknown,unknown,"{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609452,1687401,unknown,unknown,"{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609453,1687532,unknown,unknown,"{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.6089238845144362, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609454,1687404,unknown,unknown,"{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609455,1687535,unknown,unknown,"{'h': 3.2808398950131235, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
2609456,1687637,unknown,unknown,"{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}","{'h': 2.9527559055118111, 'b': 3.6089238845144362, 'type': 'rectangular'}",Approved
2609457,1687538,unknown,unknown,"{'h': 3.2808398950131235, 'b': 4.1010498687664043, 'type': 'rectangular'}","{'h': 3.2808398950131235, 'b': 4.1010498687664043, 'type': 'rectangular'}",Approved
